date;signal;ticker;num;price
2016.04.15;BUY;AAPL;99;109.85
2014.05.30;BUY;AAPL;118;90.43
2013.06.12;BUY;AAPL;162;61.74
2014.01.15;BUY;AAPL;134;79.62
2013.06.06;SELL;AAPL;160;62.64
2015.01.06;BUY;AAPL;101;106.26
2016.09.22;BUY;AAPL;96;114.62
2014.05.02;SELL;AAPL;125;84.65
2016.05.11;BUY;AAPL;113;92.51
2014.11.04;BUY;AAPL;100;108.6
2015.09.23;SELL;AAPL;96;114.32
2014.12.04;BUY;AAPL;94;115.49
2015.10.30;BUY;AAPL;95;119.5
2014.12.11;BUY;AAPL;96;111.62
2014.04.28;SELL;AAPL;125;84.87
