Date,Weekday,Month,Last trading day of month,First trading day of month,End of Quarter,Closes down 1d,Closes up in a row 2d,Closes up in a row 3d,Closes up in a row 4d,Closes up in a row 5d,Closes up in a row 5d S(1d),Closes down in a row 2d,Closes down in a row 3d,Closes down in a row 4d,Closes down in a row 5d,Day,Daily return,Lowest volume 5d,Daily return 5d,OPEX week,Tomorrow is OPEX Friday,Today is OPEX Friday,Before OPEX week,Highest closing price of the month,Daily return S(1d),First trading day of month S(1d),Thursday before Labor Day,Friday before Labor Day,Friday before Columbus Day,Thursday before Pres Day,Closes high 4d,Closes low 5d,Closes low 5d S(1d),Closes low 5d U(10d),Closes high 5d,Closes high 7d S(1d),Closes low 7d,Closes low 8d,Intraday high 10d,Closes high 10d,Closes low 10d,Closes high 10d S(1d),Closes low 10d U(5d),Intraday low 10d S(1d),Closes low 10d S(1d),Closes up low 10d,Closes up low 20d,Intraday low 20d,Intraday high 20d,Closes low 20d S(1d),Closes low 20d S(2d),Highest close 20d,Highest close 20d S(1d),Intraday low 20d S(1d),Closes high 20d,Closes low 50d,Closes high 50d,Closes low 50d S(1d),Closes low 50d S(4d),Closes high 50d U(10d),Closes high 50d S(1d),Closes high 50d S(2d),Closes high 50d S(3d),Closes high 50d S(5d),Intraday high 50d,Closes up SMA 200,Closes up SMA 10,Closes up SMA 10 S(1d),Crosses down SMA 50,RSI 2d closes down 2,RSI 2d closes up 85,RSI 2d closes up 90,RSI 2d crosses over 99,RSI 2d crosses down 5 S(1d),ADX 14d closes up 20,Closes up 2pct 3d,Closes up 2pct 1d,Closes range down 1pct 1d,Closes down 1.75pct 1d S(1d),Closes up 5d,Closes up 20d,Bullish,Unfulfilled gap up,Unfulfilled gap down,Gap down 1d,Gap up 1pct 1d,Closes top 10pct,Closes top 15pct,Closes top 25pct,Closes bottom 10pct,Closes bottom 15pct,Closes bottom 25pct,Gap down in a row 5d,Higher high 1d,Lower low 1d,Higher high S(1d),Lower low S(1d),Unfulfilled gap up S(1d),Unfulfilled gap down S(1d),Unfulfilled gap up in a row 3d,Unfulfilled gap down in a row 2d,Gap down 0.5pct,Gap down 1d S(1d),Closes down 1d S(1d),Inside,Outside,Inside S(1d),Outside S(1d),Closes down 1pct 1d S(5d),Closes up open 1pct,Closes down 3d,Closes down 7d,Closes in top 10pct 10d,Closes up 0.25pct 1d,Lowest range 10d,Lowest range 60d,Highest range 10d S(1d),Opens down low 1d,Closes up high 1d,Falls 1.5X ATR 20d S(1d),Worst 1d decline 10d,Closes bottom 25pct in a row 4d,Closes up SMA5 in a row 10d,Rally in 10d,Rate of decline slowed in a row 2d,Biggest decline 4d,Lower HLC in a row 3d,Closes down 1pct in a row 3d
1999-03-24,Wed,3,False,False,False,False,False,False,False,False,False,False,False,False,False,24,0.5695492818226899,False,-2.496999758751417,False,False,False,False,False,-2.886002886002881,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,1.1719000000000221,0.0,3.8281000000000063,False,False,False,False,False,False,False,False,False,False,False
1999-03-25,Thu,3,False,False,False,False,True,False,False,False,False,False,False,False,False,25,2.0438717730103084,False,-2.07939508506616,False,False,False,False,False,0.5695492818226899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,1.1719000000000221,0.0,3.8281000000000063,False,True,False,False,False,False,False,False,False,False,False
1999-03-26,Fri,3,False,False,False,True,False,False,False,False,False,False,False,False,False,26,-0.7239382239382253,False,-0.867469879518068,False,False,False,False,False,2.0438717730103084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1.1719000000000221,0.0,3.8281000000000063,False,False,False,False,False,False,False,False,False,False,False
1999-03-29,Mon,3,False,False,False,False,False,False,False,False,False,False,False,False,False,29,2.01746232377249,True,0.9379124579124598,False,False,False,False,False,-0.7239382239382253,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,1.1719000000000221,0.0,3.8281000000000063,False,True,False,False,False,False,False,False,False,False,False
1999-03-30,Tue,3,False,False,False,True,False,False,False,False,False,False,False,False,False,30,-0.5241841407421122,True,3.392729073798928,False,False,False,False,False,2.01746232377249,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,1.1719000000000221,0.0,3.8281000000000063,False,False,False,False,False,False,False,False,False,False,False
1999-03-31,Wed,3,True,False,True,True,False,False,False,False,False,True,False,False,False,31,-1.6047527108034476,False,1.1573902614687048,False,False,False,False,False,-0.5241841407421122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,1.1719000000000221,0.0,3.8281000000000063,False,False,False,False,False,False,False,False,True,False,False
1999-04-01,Thu,4,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0.7545861733203596,False,-0.12069498069496865,False,False,False,False,False,-1.6047527108034476,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.1719000000000221,0.0,3.8281000000000063,False,False,False,False,False,False,False,False,False,False,False
1999-04-05,Mon,4,False,False,False,False,True,False,False,False,False,False,False,False,False,5,2.3677225871843843,False,2.989752066115714,False,False,False,False,False,0.7545861733203596,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1.1719000000000221,0.0,3.8281000000000063,False,True,False,False,False,False,False,False,False,False,False
1999-04-06,Tue,4,False,False,False,True,False,False,False,False,False,False,False,False,False,6,-0.23601613821708778,True,0.7147965555574176,False,False,False,False,False,2.3677225871843843,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.4063000000000017,0.0,3.8281000000000063,False,False,False,False,False,False,False,False,False,False,False
1999-04-07,Wed,4,False,False,False,False,False,False,False,False,False,False,False,False,False,7,0.8043532734717918,False,2.059881028936439,False,False,False,False,False,-0.23601613821708778,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,1.4063000000000017,0.0,3.8281000000000063,False,True,False,False,False,False,False,False,False,False,False
1999-04-08,Thu,4,False,False,False,False,True,False,False,False,False,False,False,False,False,8,1.2673086195010175,False,5.0389094449853955,False,False,False,True,False,0.8043532734717918,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1.4063000000000017,0.0,3.2967999999999904,False,True,False,False,False,False,False,False,False,False,False
1999-04-09,Fri,4,False,False,False,False,True,True,False,False,False,False,False,False,False,9,0.023212059591948275,True,4.276435574365034,False,False,False,True,False,1.2673086195010175,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1.4063000000000017,0.0,3.2967999999999904,False,False,False,False,False,False,False,False,False,False,False
1999-04-12,Mon,4,False,False,False,False,True,True,True,False,False,False,False,False,False,12,1.065801668211308,False,2.9502394902957585,False,False,False,True,False,0.023212059591948275,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,1.5625,0.0,3.2967999999999904,True,True,False,False,False,False,False,False,False,False,False
1999-04-13,Tue,4,False,False,False,True,False,False,False,False,False,False,False,False,False,13,-0.6419073819348919,False,2.5313849184328996,False,False,False,True,False,1.065801668211308,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.5625,0.0,3.2967999999999904,False,False,False,False,False,False,False,False,True,False,False
1999-04-14,Wed,4,False,False,False,True,False,False,False,False,False,True,False,False,False,14,-1.684393170281484,False,0.0,False,False,False,True,False,-0.6419073819348919,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,1.5625,0.0,3.2967999999999904,False,False,False,True,False,False,False,False,True,False,False
1999-04-15,Thu,4,False,False,False,True,False,False,False,False,False,True,True,False,False,15,-0.37549885022252205,False,-1.622248573719054,True,False,False,False,False,-1.684393170281484,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1.5625,0.0,3.375,False,False,False,False,False,False,False,True,False,False,False
1999-04-16,Fri,4,False,False,False,True,False,False,False,False,False,True,True,True,False,16,-0.8480568567469926,True,-2.479184430027792,True,False,True,False,False,-0.37549885022252205,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,1.7187000000000126,0.0,3.375,False,False,False,False,False,False,False,False,False,False,False
1999-04-19,Mon,4,False,False,False,True,False,False,False,False,False,True,True,True,True,19,-1.5442723855632834,False,-4.997707473635948,True,False,False,False,False,-0.8480568567469926,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,1.7187000000000126,0.0,3.375,False,False,False,False,False,False,False,False,False,False,False
1999-04-20,Tue,4,False,False,False,False,False,False,False,False,False,False,False,False,False,20,1.2548262548262468,False,-3.1841255191509044,True,False,False,False,False,-1.5442723855632834,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,1.7187000000000126,0.0,6.1562000000000126,False,False,False,False,False,False,False,False,False,False,False
1999-04-21,Wed,4,False,False,False,False,True,False,False,False,False,False,False,False,False,21,2.8598665395614953,True,1.2908148475249348,True,False,False,False,False,1.2548262548262468,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,1.7187000000000126,0.0,6.1562000000000126,False,True,False,False,False,False,False,False,False,False,False
1999-04-22,Thu,4,False,False,False,False,True,True,False,False,False,False,False,False,False,22,0.9499165894346628,False,2.63839910987953,False,True,False,False,False,2.8598665395614953,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.7187000000000126,0.0,6.1562000000000126,False,True,False,False,False,False,False,False,False,False,False
1999-04-23,Fri,4,False,False,False,True,False,False,False,False,False,False,False,False,False,23,-0.2524306641930485,True,3.254969163209931,False,False,False,False,False,0.9499165894346628,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.7187000000000126,0.0,6.1562000000000126,False,False,False,False,False,False,False,False,True,False,False
1999-04-26,Mon,4,False,False,False,False,False,False,False,False,False,False,False,False,False,26,0.5752047860101417,True,5.477760617760619,False,False,False,False,False,-0.2524306641930485,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,1.3437999999999874,0.0,6.1562000000000126,False,False,False,False,False,False,False,False,False,False,False
1999-04-27,Tue,4,False,False,False,False,True,False,False,False,False,False,False,False,False,27,0.48047603952450224,False,4.671115347950439,False,False,False,False,False,0.5752047860101417,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.3437999999999874,0.0,6.1562000000000126,False,True,False,False,False,False,False,False,False,False,False
1999-04-28,Wed,4,False,False,False,True,False,False,False,False,False,False,False,False,False,28,-1.3661202185792365,False,0.3707136237256714,False,False,False,False,False,0.48047603952450224,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1.3437999999999874,0.0,6.1562000000000126,False,False,False,False,False,False,False,False,True,False,False
1999-04-29,Thu,4,False,False,False,True,False,False,False,False,False,True,False,False,False,29,-0.7618097876269547,False,-1.331191675443355,False,False,False,False,False,-1.3661202185792365,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,1.3437999999999874,0.0,6.1562000000000126,False,False,False,False,False,False,False,True,False,False,False
1999-04-30,Fri,4,True,False,False,True,False,False,False,False,False,True,True,False,False,30,-0.8141059089484703,False,-1.8867924528301883,False,False,False,False,False,-0.7618097876269547,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,1.3437999999999874,0.0,6.1562000000000126,False,False,False,False,False,False,False,False,False,True,False
