Date,Weekday,Month,Last trading day of month,First trading day of month,End of Quarter,Closes down 1d,Closes up in a row 2d,Closes up in a row 3d,Closes up in a row 4d,Closes up in a row 5d,Closes up in a row 5d S(1d),Closes down in a row 2d,Closes down in a row 3d,Closes down in a row 4d,Closes down in a row 5d,Day,Daily return,Lowest volume 5d,Daily return 5d,OPEX week,Tomorrow is OPEX Friday,Today is OPEX Friday,Before OPEX week,Highest closing price of the month,Daily return S(1d),First trading day of month S(1d),Thursday before Labor Day,Friday before Labor Day,Friday before Columbus Day,Thursday before Pres Day,Closes high 4d,Closes low 5d,Closes low 5d S(1d),Closes low 5d U(10d),Closes high 5d,Closes high 7d S(1d),Closes low 7d,Closes low 8d,Intraday high 10d,Closes high 10d,Closes low 10d,Closes high 10d S(1d),Closes low 10d U(5d),Intraday low 10d S(1d),Closes low 10d S(1d),Closes up low 10d,Closes up low 20d,Intraday low 20d,Intraday high 20d,Closes low 20d S(1d),Closes low 20d S(2d),Highest close 20d,Highest close 20d S(1d),Intraday low 20d S(1d),Closes high 20d,Closes low 50d,Closes high 50d,Closes low 50d S(1d),Closes low 50d S(4d),Closes high 50d U(10d),Closes high 50d S(1d),Closes high 50d S(2d),Closes high 50d S(3d),Closes high 50d S(5d),Intraday high 50d,Closes up SMA 200,Closes up SMA 10,Closes up SMA 10 S(1d),Crosses down SMA 50,RSI 2d closes down 2,RSI 2d closes up 85,RSI 2d closes up 90,RSI 2d crosses over 99,RSI 2d crosses down 5 S(1d),ADX 14d closes up 20,Closes up 2pct 3d,Closes up 2pct 1d,Closes range down 1pct 1d,Closes down 1.75pct 1d S(1d),Closes up 5d,Closes up 20d,Bullish,Unfulfilled gap up,Unfulfilled gap down,Gap down 1d,Gap up 1pct 1d,Closes top 10pct,Closes top 15pct,Closes top 25pct,Closes bottom 10pct,Closes bottom 15pct,Closes bottom 25pct,Gap down in a row 5d,Higher high 1d,Lower low 1d,Higher high S(1d),Lower low S(1d),Unfulfilled gap up S(1d),Unfulfilled gap down S(1d),Unfulfilled gap up in a row 3d,Unfulfilled gap down in a row 2d,Gap down 0.5pct,Gap down 1d S(1d),Closes down 1d S(1d),Inside,Outside,Inside S(1d),Outside S(1d),Closes down 1pct 1d S(5d),Closes up open 1pct,Closes down 3d,Closes down 7d,Closes in top 10pct 10d,Closes up 0.25pct 1d,Lowest range 10d,Lowest range 60d,Highest range 10d S(1d),Opens down low 1d,Closes up high 1d,Falls 1.5X ATR 20d S(1d),Worst 1d decline 10d,Closes bottom 25pct in a row 4d,Closes up SMA5 in a row 10d,Rally in 10d,Rate of decline slowed in a row 2d,Biggest decline 4d,Lower HLC in a row 3d,Closes down 1pct in a row 3d
2002-09-10,Tue,9,False,False,False,False,True,True,False,False,False,False,False,False,False,10,1.1471431722920977,False,3.8740371545083807,False,False,False,True,False,0.7333333333333192,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1.2199999999999989,1.2199999999999989,2.8499999999999943,False,True,False,False,False,False,False,False,False,False,False
2002-09-11,Wed,9,False,False,False,True,False,False,False,False,False,False,False,False,False,11,-0.6215921483097131,True,1.775742684833581,False,False,False,True,False,1.1471431722920977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.2199999999999989,1.2199999999999989,2.8499999999999943,False,False,False,False,False,False,False,False,True,False,False
2002-09-12,Thu,9,False,False,False,True,False,False,False,False,False,True,False,False,False,12,-1.8435202458026878,False,0.7546744762333857,False,False,False,True,False,-0.6215921483097131,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,1.2199999999999989,1.2199999999999989,2.8499999999999943,True,False,False,False,False,False,False,False,True,False,False
2002-09-13,Fri,9,False,False,False,False,False,False,False,False,False,False,False,False,False,13,0.24594745667971818,False,-0.3666666666666596,False,False,False,True,False,-1.8435202458026878,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,1.2199999999999989,1.2199999999999989,2.8499999999999943,True,False,False,False,False,False,False,False,False,False,False
2002-09-16,Mon,9,False,False,False,False,True,False,False,False,False,False,False,False,False,16,0.24534403925504655,False,-0.8493271564085525,True,False,False,False,False,0.24594745667971818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,1.2199999999999989,1.2199999999999989,2.8499999999999943,False,False,False,False,False,False,False,False,False,False,False
2002-09-17,Tue,9,False,False,False,True,False,False,False,False,False,False,False,False,False,17,-2.29168984314162,False,-4.220283533260638,True,False,False,False,False,0.24534403925504655,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1.2199999999999989,1.2199999999999989,2.8499999999999943,False,False,False,True,False,False,False,False,True,False,False
2002-09-18,Wed,9,False,False,False,True,False,False,False,False,False,True,False,False,False,18,-1.0019355573266497,False,-4.586853944913849,True,False,False,False,False,-2.29168984314162,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,1.2199999999999989,1.2199999999999989,3.739999999999995,True,False,False,False,False,False,False,True,False,False,False
2002-09-19,Thu,9,False,False,False,True,False,False,False,False,False,True,True,False,False,19,-2.58769407705578,False,-5.310229178311909,True,True,False,False,False,-1.0019355573266497,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,1.2199999999999989,1.2199999999999989,3.739999999999995,True,False,False,True,False,False,False,False,True,False,True
2002-09-20,Fri,9,False,False,False,True,False,False,False,False,False,True,True,True,False,20,-0.4132231404958775,False,-5.9328649492583985,True,False,True,False,False,-2.58769407705578,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,1.2199999999999989,1.2199999999999989,3.739999999999995,False,False,False,False,False,False,False,True,False,True,False
2002-09-23,Mon,9,False,False,False,True,False,False,False,False,False,True,True,True,True,23,-0.8180201541197363,False,-6.930693069306937,False,False,False,False,False,-0.4132231404958775,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,1.2199999999999989,1.2199999999999989,3.739999999999995,True,False,False,False,False,False,False,False,False,True,False
2002-09-24,Tue,9,False,False,False,True,False,False,False,False,False,True,True,True,True,24,-1.613674396366238,False,-6.284868495958095,False,False,False,False,False,-0.8180201541197363,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,1.2999999999999972,1.2199999999999989,3.739999999999995,True,False,False,False,False,False,False,False,False,True,False
2002-09-25,Wed,9,False,False,False,False,False,False,False,False,False,False,False,False,False,25,2.478435184060257,False,-2.9902242668200185,False,False,False,False,False,-1.613674396366238,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,1.2999999999999972,1.2199999999999989,3.739999999999995,False,True,False,False,False,False,False,False,False,False,False
2002-09-26,Thu,9,False,False,False,False,True,False,False,False,False,False,False,False,False,26,1.6360403082394948,False,1.216056670602117,False,False,False,False,False,2.478435184060257,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,1.2999999999999972,1.2199999999999989,3.739999999999995,False,True,False,False,False,False,False,False,False,False,False
2002-09-27,Fri,9,False,False,False,True,False,False,False,False,False,False,False,False,False,27,-3.476029394610991,False,-1.8968583283935914,False,False,False,False,False,1.6360403082394948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,1.2999999999999972,1.2199999999999989,3.739999999999995,False,False,False,True,False,False,False,False,True,False,False
2002-09-30,Mon,9,True,False,True,True,False,False,False,False,False,True,False,False,False,30,-1.1601208459214418,False,-2.235237867559159,False,False,False,False,False,-3.476029394610991,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,1.2999999999999972,1.2199999999999989,3.739999999999995,True,False,False,False,False,False,False,True,False,False,False
2002-10-01,Tue,10,False,True,False,False,False,False,False,False,False,False,False,False,False,1,4.80498838488812,False,4.142874498845828,False,False,False,False,False,-1.1601208459214418,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,1.2999999999999972,1.2199999999999989,3.739999999999995,False,True,False,False,False,False,False,False,False,False,False
2002-10-02,Wed,10,False,False,False,True,False,False,False,False,False,False,False,False,False,2,-2.6948203453103114,False,-1.114404267931235,False,False,False,False,False,4.80498838488812,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1.2999999999999972,1.2199999999999989,4.310000000000002,False,False,False,False,False,False,False,False,False,False,False
2002-10-03,Thu,10,False,False,False,True,False,False,False,False,False,True,False,False,False,3,-1.3187867162210654,True,-3.9892686340837535,False,False,False,False,False,-2.6948203453103114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,1.2999999999999972,1.2199999999999989,4.310000000000002,False,False,False,False,False,False,False,True,False,False,False
2002-10-04,Fri,10,False,False,False,True,False,False,False,False,False,True,True,False,False,4,-1.8345280038877476,False,-2.3564954682779526,False,False,False,False,False,-1.3187867162210654,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,1.3799999999999955,1.2199999999999989,4.310000000000002,False,False,False,False,False,False,False,False,False,False,True
2002-10-07,Mon,10,False,False,False,True,False,False,False,False,False,True,True,True,False,7,-2.066831683168324,True,-3.2522313241227674,False,False,False,False,False,-1.8345280038877476,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,1.5999999999999943,1.2199999999999989,4.310000000000002,False,False,False,False,False,False,False,False,False,True,True
2002-10-08,Tue,10,False,False,False,False,False,False,False,False,False,False,False,False,False,8,1.567041577151529,False,-6.241250583294445,False,False,False,True,False,-2.066831683168324,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,1.5999999999999943,1.2199999999999989,4.310000000000002,False,False,False,False,False,False,False,False,False,False,False
2002-10-09,Wed,10,False,False,False,True,False,False,False,False,False,False,False,False,False,9,-2.8244369789722668,False,-6.366143148303561,False,False,False,True,False,1.567041577151529,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,1.5999999999999943,1.2199999999999989,4.310000000000002,False,False,False,False,False,False,False,False,True,False,False
2002-10-10,Thu,10,False,False,False,False,False,False,False,False,False,False,False,False,False,10,3.2394366197183055,False,-2.0410642692261005,False,False,False,True,False,-2.8244369789722668,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,1.9200000000000017,1.2199999999999989,4.310000000000002,False,True,False,False,False,False,False,False,False,False,False
2002-10-11,Fri,10,False,False,False,False,True,False,False,False,False,False,False,False,False,11,4.378023068336856,False,4.158415841584162,False,False,False,True,False,3.2394366197183055,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.9200000000000017,1.2199999999999989,4.310000000000002,False,True,False,False,False,False,False,False,False,False,False
2002-10-14,Mon,10,False,False,False,False,True,True,False,False,False,False,False,False,False,14,0.5584600760456304,True,6.950587640591421,False,False,False,True,False,4.378023068336856,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,1.809999999999988,1.2199999999999989,4.310000000000002,False,False,False,False,False,False,False,False,False,False,False
2002-10-15,Tue,10,False,False,False,False,True,True,True,False,False,False,False,False,False,15,4.809169325298357,False,10.36456389199949,True,False,False,False,False,0.5584600760456304,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1.809999999999988,1.2199999999999989,4.310000000000002,False,True,False,False,False,False,False,False,False,False,False
2002-10-16,Wed,10,False,False,False,True,False,False,False,False,False,False,False,False,False,16,-2.4239007891770026,False,10.819462227912947,True,False,False,False,False,4.809169325298357,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1.809999999999988,1.2199999999999989,4.0,False,False,False,False,False,False,False,False,True,False,False
2002-10-17,Thu,10,False,False,False,False,False,False,False,False,False,False,False,False,False,17,1.9872905834777521,False,9.475381371697878,True,True,False,False,False,-2.4239007891770026,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.809999999999988,1.2199999999999989,4.0,False,True,False,False,False,False,False,False,False,False,False
2002-10-18,Fri,10,False,False,False,False,True,False,False,False,False,False,False,False,False,18,0.4191684604055723,False,5.323193916349811,True,False,True,False,False,1.9872905834777521,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,1.809999999999988,1.2199999999999989,4.0,True,False,False,False,False,False,False,False,False,False,False
2002-10-21,Mon,10,False,False,False,False,True,True,False,False,False,False,False,False,False,21,1.726083032490977,True,6.546142030013002,True,False,False,False,False,0.4191684604055723,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,1.809999999999988,1.2199999999999989,4.0,False,True,False,False,False,False,False,False,False,False,False
2002-10-22,Tue,10,False,False,False,True,False,False,False,False,False,False,False,False,False,22,-0.7208605966507742,True,0.9244644870349372,False,False,False,False,False,1.726083032490977,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,1.490000000000009,1.2199999999999989,4.0,False,False,False,False,False,False,False,False,True,False,False
2002-10-23,Wed,10,False,False,False,False,False,False,False,False,False,False,False,False,False,23,0.7596067917783778,False,4.217215482380143,False,False,False,False,False,-0.7208605966507742,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,True,False,1.490000000000009,1.2199999999999989,4.0,False,True,False,False,False,True,False,False,False,False,False
2002-10-24,Thu,10,False,False,False,True,False,False,False,False,False,False,False,False,False,24,-2.03991130820399,False,0.1019598957743284,False,False,False,False,False,0.7596067917783778,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,1.490000000000009,1.2199999999999989,4.0,False,False,False,False,False,False,False,False,True,False,False
2002-10-25,Fri,10,False,False,False,False,False,False,False,False,False,False,False,False,False,25,2.082390221819841,False,1.7599277978339378,False,False,False,False,False,-2.03991130820399,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,1.490000000000009,1.2199999999999989,3.3800000000000097,False,False,False,False,False,False,False,False,False,False,False
2002-10-28,Mon,10,False,False,False,True,False,False,False,False,False,False,False,False,False,28,-0.6541019955654148,True,-0.621049129422202,False,False,False,False,False,2.082390221819841,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1.490000000000009,1.2199999999999989,2.930000000000007,False,False,False,False,False,False,False,False,False,False,False
2002-10-29,Tue,10,False,False,False,True,False,False,False,False,False,True,False,False,False,29,-1.1605847561656168,False,-1.0612153708668526,False,False,False,False,False,-0.6541019955654148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,1.490000000000009,1.2199999999999989,2.930000000000007,False,False,False,False,False,False,False,False,False,False,False
2002-10-30,Wed,10,False,False,False,False,False,False,False,False,False,False,False,False,False,30,0.9709834029581366,False,-0.8536585365853666,False,False,False,False,False,-1.1605847561656168,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,1.490000000000009,1.2199999999999989,2.930000000000007,False,False,False,False,False,False,False,False,False,False,False
2002-10-31,Thu,10,True,False,False,True,False,False,False,False,False,False,False,False,False,31,-1.017555630101763,False,0.1810774105930335,False,False,False,False,False,0.9709834029581366,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,1.490000000000009,1.2199999999999989,2.930000000000007,False,False,False,False,False,False,False,False,False,False,False
2002-11-01,Fri,11,False,True,False,False,False,False,False,False,False,False,False,False,False,1,1.9769543605964834,False,0.07760532150775656,False,False,False,False,False,-1.017555630101763,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1.490000000000009,1.2199999999999989,2.930000000000007,False,False,False,False,False,False,False,False,False,False,False
2002-11-04,Mon,11,False,False,False,False,True,False,False,False,False,False,False,False,False,4,0.9526974631660634,False,1.6962392590112563,False,False,False,False,False,1.9769543605964834,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.490000000000009,1.2199999999999989,2.930000000000007,False,True,False,False,False,False,False,False,False,False,False
2002-11-05,Tue,11,False,False,False,False,True,True,False,False,False,False,False,False,False,5,0.7900801053440043,True,3.7032855368634987,False,False,False,False,False,0.9526974631660634,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1.2299999999999898,1.2199999999999989,2.8000000000000114,False,False,False,False,False,False,False,False,False,False,False
