Date,Open,High,Low,Close
2013-07-15,133.03,133.26,126.82,127.26
2013-07-16,126.28,126.32,107.3,109.05
2013-07-17,106.52,121.62,104.5,120.25
2013-07-18,120.97,122.73,116.18,119.03
2013-07-19,118.5,120.55,116.51,119.68
2013-07-22,119.89,126.68,119.88,122.43
2013-07-23,124.0,125.56,121.82,122.74
2013-07-24,124.47,124.5,119.56,121.7
2013-07-25,120.4,124.75,120.19,124.07
2013-07-26,128.14,130.68,126.61,129.39
2013-07-29,129.32,135.37,128.25,134.62
2013-07-30,134.8,137.49,128.18,131.74
2013-07-31,132.57,134.98,131.45,134.28
2013-08-01,135.0,136.52,132.63,135.55
2013-08-02,134.59,138.25,133.61,138.0
2013-08-05,140.01,144.89,139.65,144.68
2013-08-06,144.75,145.73,141.1,142.15
2013-08-07,141.89,141.95,132.36,134.23
2013-08-08,154.36,158.88,150.46,153.48
2013-08-09,152.4,155.95,151.25,153.0
2013-08-12,149.43,150.5,142.05,147.38
2013-08-13,149.5,149.84,144.45,145.43
2013-08-14,142.72,144.84,138.05,139.36
2013-08-15,136.43,143.6,135.0,139.67
2013-08-16,141.63,143.91,140.97,142.0
2013-08-19,143.43,147.38,142.83,144.9
2013-08-20,148.65,149.78,147.0,149.58
2013-08-21,150.0,150.31,146.25,147.86
2013-08-22,149.22,157.48,148.14,157.1
2013-08-23,157.0,162.3,155.0,161.84
2013-08-26,165.15,173.0,160.25,164.22
2013-08-27,162.3,168.8,160.95,167.01
2013-08-28,169.06,171.5,163.25,166.45
2013-08-29,164.22,167.75,162.51,166.06
2013-08-30,166.37,169.21,163.96,169.0
2013-09-03,173.4,173.7,166.4,168.94
2013-09-04,169.77,171.62,165.56,170.62
2013-09-05,170.1,171.5,168.25,169.93
2013-09-06,168.57,169.7,165.15,166.97
2013-09-09,163.12,164.5,158.51,160.7
2013-09-10,161.45,167.5,160.63,166.37
2013-09-11,166.41,167.9,162.13,163.52
2013-09-12,164.0,166.76,160.51,164.93
2013-09-13,162.77,166.37,162.16,165.54
2013-09-16,168.0,170.85,165.85,166.58
2013-09-17,165.08,168.42,163.36,166.23
2013-09-18,167.07,167.45,164.2,166.22
2013-09-19,170.8,180.47,169.08,177.92
2013-09-20,178.9,185.83,178.56,183.39
2013-09-23,184.48,185.48,177.11,181.11
2013-09-24,179.14,184.96,177.65,182.33
2013-09-25,183.56,186.3,180.5,185.24
2013-09-26,186.7,189.68,185.61,188.64
2013-09-27,187.52,191.28,186.43,190.9
2013-09-30,189.0,194.5,188.0,193.37
2013-10-01,193.96,194.23,188.37,193.0
2013-10-02,188.59,191.83,175.4,180.95
2013-10-03,175.04,179.69,168.0,173.31
2013-10-04,176.4,181.18,172.65,180.98
2013-10-07,182.46,186.73,180.26,183.07
2013-10-08,184.4,185.93,173.21,174.73
2013-10-09,174.73,174.99,161.5,168.78
2013-10-10,173.09,175.75,169.69,172.93
2013-10-11,172.75,179.29,171.2,178.7
2013-10-14,175.0,182.5,174.15,179.72
2013-10-15,185.28,188.79,183.18,183.94
2013-10-16,184.9,187.3,182.09,183.56
2013-10-17,183.54,184.8,180.99,182.8
2013-10-18,184.15,185.96,182.52,183.4
2013-10-21,183.28,183.39,171.0,172.6
2013-10-22,170.5,177.78,166.11,171.54
2013-10-23,168.91,171.81,160.15,164.5
2013-10-24,165.0,174.5,162.83,173.15
2013-10-25,174.21,174.5,166.8,169.66
2013-10-28,170.18,170.5,162.2,162.86
2013-10-29,162.76,165.45,153.0,164.47
2013-10-30,164.63,167.68,158.17,159.22
2013-10-31,155.67,162.44,153.3,159.94
2013-11-01,163.0,165.9,160.41,162.17
2013-11-04,165.0,175.39,164.22,175.2
2013-11-05,180.0,181.43,171.36,176.81
2013-11-06,154.81,160.73,146.36,151.16
2013-11-07,144.19,145.65,137.62,139.77
2013-11-08,136.48,140.6,132.32,137.95
2013-11-11,141.0,145.42,137.1,144.7
2013-11-12,144.69,144.7,136.18,137.8
2013-11-13,140.84,142.37,136.34,138.7
2013-11-14,138.92,140.4,134.11,137.6
2013-11-15,136.85,137.95,134.35,135.45
2013-11-18,135.27,135.45,119.61,121.58
2013-11-19,119.43,129.0,119.22,126.09
2013-11-20,126.08,127.45,119.06,121.11
2013-11-21,122.89,124.79,120.25,122.1
2013-11-22,121.58,122.75,117.93,121.38
2013-11-25,124.5,125.84,120.3,120.84
2013-11-26,119.38,122.72,116.1,120.5
2013-11-27,121.31,126.95,119.52,126.94
2013-11-29,129.77,130.59,126.98,127.28
2013-12-02,126.35,128.55,123.93,124.17
2013-12-03,132.68,144.94,131.59,144.7
2013-12-04,144.32,144.43,137.13,138.95
2013-12-05,140.15,143.35,139.5,140.48
2013-12-06,141.51,142.49,136.3,137.36
2013-12-09,137.01,141.7,134.21,141.6
2013-12-10,139.96,145.87,139.86,142.19
2013-12-11,141.89,143.05,139.49,139.65
2013-12-12,139.81,148.24,138.53,147.47
2013-12-13,148.37,151.8,147.32,147.65
2013-12-16,148.57,150.43,146.1,147.94
2013-12-17,146.93,154.63,146.32,152.46
2013-12-18,152.28,154.9,145.95,147.98
2013-12-19,146.91,147.0,139.1,140.72
2013-12-20,141.88,144.35,141.58,143.24
2013-12-23,144.85,146.24,142.6,143.55
